id_str,posted_by,type,score,ratio
1786376888216158561,CBSNews,positive,0.0503946,0.2043
1786373939809202583,CBSNews,negative,-0.277196,-0.823633
1786368863354954097,CBSNews,positive,0.198577,0.847376
1786357537786179723,CBSNews,positive,0.0664162,0.429835
1786349992212402666,CBSNews,positive,0.0747816,0.715779
1786342438757417383,CBSNews,neutral,0.0276932,0.688819
1786334887680544857,CBSNews,negative,-0.0611389,-0.0861647
1786327336960331856,CBSNews,negative,-0.340866,-1
1786319789536772194,CBSNews,negative,-0.11662,-0.712471
1786304690348523844,CBSNews,negative,-0.144435,-0.552168
1786289589612683318,CBSNews,positive,0.0555168,0.340749
1786274490319511857,CBSNews,positive,0.137842,0.122486
1786260649766465649,CBSNews,neutral,0.0434565,0.150383
1786245549886185595,CBSNews,positive,0.212834,0.550005
1786237998582915269,CBSNews,negative,-0.256197,-0.806165
1786230451981435390,CBSNews,positive,0.14154,0.746471
1786225515243683970,CBSNews,negative,-0.235186,-0.866289
1786222898723590411,CBSNews,positive,0.14889,0.442589
1786215842448887959,CBSNews,negative,-0.182039,-0.475999
1786194465129938953,CBSNews,neutral,0.00900698,-0.109811
1786193961566024150,CBSNews,negative,-0.0832316,-0.461876
1786188925792403892,CBSNews,positive,0.12028,1
1786183894791868738,CBSNews,positive,0.123282,1
1786178859039130018,CBSNews,negative,-0.184151,-0.731784
1786173832547422569,CBSNews,negative,-0.439147,-0.872245
1786170462617170014,CBSNews,negative,-0.271841,-0.470487
1786170454111027251,CBSNews,neutral,-0.0477793,-0.278069
1786170444933988510,CBSNews,positive,0.0502812,0.163645
1786170436343984224,CBSNews,positive,0.112121,0.403467
1786170424016945241,CBSNews,negative,-0.197896,-0.701877
1786170399169949747,CBSNews,positive,0.126085,1
1786170389107794308,CBSNews,negative,-0.153505,-0.395853
1786170380396187950,CBSNews,positive,0.135968,1
1786170372519235727,CBSNews,neutral,0,0
1786170363098829042,CBSNews,positive,0.322148,0.723481
1786168795981046027,CBSNews,negative,-0.243809,-0.611908
1786165020235075926,CBSNews,positive,0.0591236,0.242879
1786162151339532374,CBSNews,negative,-0.255055,-0.762183
1786161689357922797,CBSNews,positive,0.171562,0.52744
1786158984392548648,CBSNews,negative,-0.091102,-0.337179
1786153708939559000,CBSNews,positive,0.0612128,0.420618
1786153696255963176,CBSNews,positive,0.0736012,-0.110512
1786148659832164853,CBSNews,negative,-0.081008,-0.17461
1786143628781314250,CBSNews,positive,0.104364,0.414607
1786139011125272731,CBSNews,neutral,0.0170182,0.123285
1786138596937805967,CBSNews,neutral,-0.00761546,-0.137825
1786136557436485720,CBSNews,positive,0.1058,0.443153
1786133560740516040,CBSNews,negative,-0.372342,-0.739171
1786128529198919933,CBSNews,neutral,0.0320322,0.123603
1786123498487714141,CBSNews,negative,-0.073613,-0.355074
1786118462831538384,CBSNews,negative,-0.128146,-0.521607
1786113431713489174,CBSNews,negative,-0.0632854,-0.294863
1786110679620964368,CBSNews,negative,-0.338624,-0.78211
1786108399467278677,CBSNews,positive,0.0679336,0.11471
1786071749584429350,CBSNews,positive,0.0911955,0.237968
1786069455065256237,CBSNews,negative,-0.346113,-0.192447
1786069136549859385,CBSNews,negative,-0.108867,-0.495593
1786066874012217742,CBSNews,negative,-0.178109,-0.540334
1786064388274672114,CBSNews,negative,-0.163262,-0.500559
1786063112300327118,CBSNews,positive,0.111803,1
1786061837554909554,CBSNews,positive,0.159682,0.796189
1786060581721506103,CBSNews,positive,0.236487,1
1786060550872445216,CBSNews,positive,0.0659997,0.2318
1786058065004961965,CBSNews,positive,0.0506499,0.108044
1786056316403769462,CBSNews,negative,-0.456809,-0.920769
1786056080159547547,CBSNews,negative,-0.179925,-0.51996
1786054429730279894,CBSNews,negative,-0.243905,-0.588691
1786051771049115690,CBSNews,neutral,0.0477149,0.369398
1786050298030563829,CBSNews,negative,-0.351197,-0.41644
1786048266116730911,CBSNews,positive,0.104247,0.0443036
1786048189738434687,CBSNews,positive,0.425257,1
1786048165034000720,CBSNews,negative,-0.163201,-0.539161
1786048008183824787,CBSNews,negative,-0.0767064,-0.385693
1786044997109707152,CBSNews,negative,-0.240537,-0.698352
1786044223436836943,CBSNews,negative,-0.213291,-0.666044
1786040448068243573,CBSNews,negative,-0.0638215,-0.276591
1786036672796262841,CBSNews,positive,0.496017,1
1786033461964251539,CBSNews,negative,-0.147686,-0.772815
1786032908546838972,CBSNews,neutral,0.0091971,0.10937
1786032274334491049,CBSNews,positive,0.0958175,0.241665
1786032188665815204,CBSNews,neutral,0.000795213,0.00431591
1786032183917855159,CBSNews,negative,-0.0694128,-0.355057
1786032176196124889,CBSNews,positive,0.175183,1
1786032164468916656,CBSNews,neutral,-0.00695145,-0.0232272
1786032152150200568,CBSNews,neutral,-0.014422,-0.0649215
1786032144390697263,CBSNews,neutral,-0.0223851,-0.159298
1786032134420918386,CBSNews,positive,0.0851576,0.0908148
1786032126468456812,CBSNews,negative,-0.0524672,-0.291121
1786029177482719557,CBSNews,negative,-0.15113,-0.359549
1786025934623047960,CBSNews,positive,0.242413,0.785069
1786017802463113567,CBSNews,negative,-0.260689,-0.726626
1786014734472351904,CBSNews,neutral,0.00910257,0.0529089
1786011476886425793,CBSNews,positive,0.0528598,0.426836
1786006474130407831,CBSNews,negative,-0.140416,-0.587411
1786002698539524154,CBSNews,negative,-0.0579649,-0.26302
1785995150289674510,CBSNews,positive,0.13917,1
1785987598587998368,CBSNews,positive,0.130054,0.77178
1785980051911033008,CBSNews,neutral,0.0170626,0.16896
1785972502306398359,CBSNews,negative,-0.245343,-0.899379
1785957401738231987,CBSNews,neutral,-0.0409028,-0.26222
1785942307641987484,CBSNews,positive,0.0866018,0.707714
1785927213113545109,CBSNews,negative,-0.172039,-0.814013
1785919651999821868,CBSNews,negative,-0.159553,-0.589557
1785912104836378924,CBSNews,negative,-0.137624,-0.553922
1785897005161582872,CBSNews,neutral,-0.0461911,-0.150001
1785881902601097398,CBSNews,negative,-0.166213,-0.534684
1785876870950510905,CBSNews,negative,-0.303437,-0.320607
1785871839257837570,CBSNews,negative,-0.460296,-1
1785866803391992173,CBSNews,positive,0.116679,0.315815
1785861771317629097,CBSNews,positive,0.231857,1
1785856738983297289,CBSNews,neutral,0.0209979,0.520862
1785851703662662111,CBSNews,positive,0.230519,0.845389
1785846672527933486,CBSNews,neutral,0.0261581,-0.170947
1785841636846534761,CBSNews,positive,0.26838,0.865859
1785836605250355302,CBSNews,negative,-0.11662,-0.712471
1785831573973070002,CBSNews,neutral,-0.0485658,-0.263764
1785826538191036807,CBSNews,negative,-0.0822926,-0.211019
1785821506997518513,CBSNews,positive,0.212834,0.550005
1785816471093850272,CBSNews,positive,0.123282,1
1785813624633647154,CBSNews,negative,-0.180074,-0.477398
1785812732207382628,CBSNews,negative,-0.0840225,-0.640456
1785812718416482607,CBSNews,positive,0.172126,1
1785811439845880203,CBSNews,negative,-0.0516561,-0.277434
1785811273449427183,CBSNews,neutral,0.0402294,0.162862
1785811265404723247,CBSNews,positive,0.0965045,0.449059
1785809380396380236,CBSNews,positive,0.185825,0.799693
1785809083662000623,CBSNews,negative,-0.220209,-0.631242
1785809056600354947,CBSNews,positive,0.144912,1
1785809047360323652,CBSNews,negative,-0.338801,-0.815056
1785809036350210224,CBSNews,positive,0.272866,1
1785808995321520360,CBSNews,negative,-0.0510934,-0.149622
1785808983695020071,CBSNews,neutral,-0.0397006,-0.193749
1785806404458041617,CBSNews,neutral,0.0434565,0.150383
1785801372798988460,CBSNews,negative,-0.0921953,-0.421203
1785798885635428862,CBSNews,negative,-0.462186,-0.388725
1785796341282533703,CBSNews,positive,0.116408,0.323059
1785794091923448174,CBSNews,positive,0.0612128,0.420618
1785789986350019058,CBSNews,negative,-0.168738,-0.401618
1785786918333993313,CBSNews,neutral,0.0455615,0.114817
1785786273497595983,CBSNews,negative,-0.154252,-0.539495
1785781242312495337,CBSNews,negative,-0.164644,-0.68068
1785776337178722403,CBSNews,neutral,0.0170182,0.123285
1785776206140375441,CBSNews,negative,-0.143661,-0.516016
1785772618403950642,CBSNews,negative,-0.0676231,-0.374456
1785771174447710293,CBSNews,negative,-0.21749,-0.410872
1785769969537401114,CBSNews,positive,0.128971,1
1785766142667104379,CBSNews,negative,-0.15691,-0.666213
1785761110655721780,CBSNews,positive,0.0864661,0.6798
1785756073992818741,CBSNews,neutral,-0.0316633,-0.189708
1785753599001125004,CBSNews,neutral,-0.0272326,0.0793817
1785752598697410653,CBSNews,negative,-0.0644623,-0.277855
1785751484325343380,CBSNews,positive,0.325315,0.907139
1785733202973180164,CBSNews,positive,0.487596,1
1785731439843045531,CBSNews,negative,-0.200104,-0.647183
1785730912115707918,CBSNews,neutral,-0.0486745,-0.135011
1785727134796763383,CBSNews,positive,0.185417,1
1785726189241307147,CBSNews,negative,-0.05691,-0.163202
1785723358769791415,CBSNews,negative,-0.15448,-0.611204
1785719583011209671,CBSNews,neutral,-0.0218376,-0.126909
1785717989439848741,CBSNews,positive,0.230519,0.845389
1785713211213316447,CBSNews,neutral,-0.0274319,-0.199748
1785711752144928798,CBSNews,negative,-0.101816,-0.441169
1785708260290420980,CBSNews,negative,-0.208286,-0.447075
1785700728683561284,CBSNews,negative,-0.0991274,-0.368147
1785696933270503885,CBSNews,neutral,-0.0235453,-0.0951971
1785696188315869398,CBSNews,negative,-0.179038,-0.911519
1785693161664180230,CBSNews,neutral,-0.0339321,-0.16951
1785692142922260786,CBSNews,negative,-0.176504,-0.6332
1785685623732347301,CBSNews,negative,-0.0991984,-0.507418
1785679866295181588,CBSNews,neutral,0.0304525,-0.136083
1785672925879599334,CBSNews,neutral,0.0180737,0.12884
1785672645180100912,CBSNews,positive,0.239956,0.920271
1785670819873505784,CBSNews,negative,-0.104575,-0.263134
1785670802358022480,CBSNews,positive,0.108949,0.386161
1785670790790119916,CBSNews,negative,-0.0689231,-0.184415
1785670773274812842,CBSNews,neutral,-0.0451091,-0.15312
1785670762755457282,CBSNews,positive,0.126885,0.700295
1785670753951592901,CBSNews,positive,0.312553,0.884797
1785664842994532766,CBSNews,negative,-0.185099,-0.349446
1785664163890524475,CBSNews,positive,0.0804534,0.546978
1785662960049737783,CBSNews,negative,-0.11662,-0.712471
1785659723359928654,CBSNews,negative,-0.0873907,-0.543058
1785659188196126876,CBSNews,negative,-0.25507,-0.608013
1785655409820180760,CBSNews,neutral,0.0235594,-0.160018
1785654640765198653,CBSNews,positive,0.203347,0.808796
1785654632166850727,CBSNews,negative,-0.116777,-0.578159
1785654617604263952,CBSNews,negative,-0.193632,-0.493401
1785654609354088480,CBSNews,positive,0.106006,0.257917
1785647862438678861,CBSNews,negative,-0.0828325,-0.41967
1785643520499372156,CBSNews,negative,-0.0532122,-0.266122
1785643512941224066,CBSNews,negative,-0.0836439,-0.639416
1785643505206874399,CBSNews,negative,-0.174879,-0.661475
1785643497246048517,CBSNews,negative,-0.256857,-0.749643
1785640314364916139,CBSNews,neutral,0.0425842,-0.0567401
1785632761392325026,CBSNews,positive,0.116408,0.323059
1785627726629531827,CBSNews,negative,-0.535006,-1
1785625219496890519,CBSNews,neutral,0,0
1785617667996471483,CBSNews,negative,-0.0822926,-0.211019
1785610113610387914,CBSNews,neutral,-0.00921216,-0.0378318
1785595014208258236,CBSNews,neutral,-0.037275,-0.285035
1785579913463964042,CBSNews,negative,-0.351353,-1
1785564815722754418,CBSNews,positive,0.343501,0.251226
1785549716421288144,CBSNews,neutral,0.0422739,0.349528
1785534613688885257,CBSNews,neutral,0.012477,0.1794
1785519514257432809,CBSNews,negative,-0.156519,-0.435284
1785514482283778225,CBSNews,positive,0.535163,1
1785509261323149407,CBSNews,negative,-0.124398,-0.375326
1785506248017977555,CBSNews,neutral,-0.0312769,0.0384612
1785504416059076658,CBSNews,positive,0.128887,0.861278
1785499384949440859,CBSNews,negative,-0.543437,-0.820226
1785499384865579191,CBSNews,neutral,0,0
1785494348454347149,CBSNews,positive,0.518126,1
1785489317126631650,CBSNews,negative,-0.071533,-1
1785484285455040526,CBSNews,negative,-0.112337,-0.522394
1785481712614490451,CBSNews,positive,0.0512635,0.119041
1785481144034615322,CBSNews,negative,-0.125921,-0.553999
1785479249865879872,CBSNews,positive,0.642611,1
1785474218051686484,CBSNews,negative,-0.303437,-0.320607
1785469186455519365,CBSNews,neutral,-0.00921216,-0.0378318
1785464151168496000,CBSNews,positive,0.0707992,0.196857
1785459119278715180,CBSNews,negative,-0.201427,-0.551985
1785455343792717965,CBSNews,negative,-0.105503,-0.339615
1785454084004122836,CBSNews,neutral,0.00870943,0.0285648
1785453437343109482,CBSNews,positive,0.0880505,0.375965
1785451861803180380,CBSNews,negative,-0.311953,-0.822929
1785451853527822575,CBSNews,positive,0.195138,1
1785451846129135915,CBSNews,positive,0.136448,0.650967
1785451834989072684,CBSNews,positive,0.0880132,0.381391
1785451822632567262,CBSNews,negative,-0.0802313,-0.403838
1785451814302695893,CBSNews,neutral,-0.0452218,-0.0704061
1785451799131947040,CBSNews,negative,-0.148332,-0.288905
1785451789359161790,CBSNews,neutral,-0.0283456,-0.0763623
1785451770535129237,CBSNews,negative,-0.267484,-0.888081
1785451759210577994,CBSNews,neutral,-0.0282053,-0.104529
1785449052902957297,CBSNews,negative,-0.244161,-0.586753
1785444017456493009,CBSNews,positive,0.130945,0.699652
1785438985982025758,CBSNews,neutral,-0.0125312,-0.0495782
1785434242534502636,CBSNews,positive,0.108065,0.776364
1785433950216663447,CBSNews,negative,-0.272473,-0.687701
1785433857631658107,CBSNews,neutral,0.0318138,0.0614472
1785432780987642278,CBSNews,negative,-0.202026,-0.772862
1785431459580228064,CBSNews,neutral,-0.00876084,-0.218726
1785429633892245736,CBSNews,negative,-0.152872,-0.459763
1785428969740710018,CBSNews,positive,0.0612128,0.420618
1785428918905790751,CBSNews,positive,0.173233,0.7001
1785423886915420203,CBSNews,negative,-0.0570424,-0.137675
1785420276114579817,CBSNews,neutral,0.0440817,0.0646533
1785418851192013260,CBSNews,negative,-0.112301,-0.3514
1785418570945437797,CBSNews,neutral,-0.00749336,-0.129602
1785414192687645064,CBSNews,positive,0.106124,0.254868
1785414036873425372,CBSNews,neutral,0.0170182,0.123285
1785403753106993504,CBSNews,neutral,0.0192463,0.0856078
1785398726200107109,CBSNews,positive,0.0992792,0.365424
1785393687863628103,CBSNews,negative,-0.332984,-0.831694
1785393351291773127,CBSNews,negative,-0.0507774,-0.187528
1785388652018713014,CBSNews,negative,-0.0997526,-0.264008
1785377871575314878,CBSNews,neutral,-0.0491945,-0.346625
1785376564827344979,CBSNews,positive,0.166205,1
1785369242226868332,CBSNews,negative,-0.0526992,-0.248468
1785368521922220290,CBSNews,negative,-0.131196,-0.447576
1785364745022800116,CBSNews,positive,0.161928,0.529445
1785362413425926170,CBSNews,negative,-0.166213,-0.534684
1785362087234953558,CBSNews,negative,-0.141119,-0.621172
1785361189448372400,CBSNews,neutral,0.0193131,0.0571638
1785360789429231668,CBSNews,positive,0.0815753,0.221554
1785350965563904493,CBSNews,positive,0.128971,1
1785350552815030438,CBSNews,neutral,-0.00036753,-0.00371267
1785349647529103655,CBSNews,positive,0.0624109,0.200876
1785345871447535774,CBSNews,negative,-0.376599,-1
1785343173243347088,CBSNews,positive,0.460656,1
1785342095437312196,CBSNews,negative,-0.071533,-1
1785338321956155850,CBSNews,negative,-0.349117,-0.87894
1785335760855429477,CBSNews,positive,0.0553993,0.357831
1785334548747719054,CBSNews,negative,-0.178225,-0.529322
1785330771957321975,CBSNews,neutral,-0.00320605,-0.0193629
1785326996395884707,CBSNews,negative,-0.215834,-0.795397
1785325534274060362,CBSNews,negative,-0.0538754,-0.237595
1785323229063577936,CBSNews,negative,-0.0883763,-0.263032
1785320361908744674,CBSNews,negative,-0.184798,-0.55982
1785320348864418229,CBSNews,negative,-0.226571,-0.221342
1785320334930989539,CBSNews,positive,0.0893788,0.571293
1785319448993296680,CBSNews,neutral,-0.00921216,-0.0378318
1785315671749894320,CBSNews,positive,0.231857,1
1785311899850043511,CBSNews,positive,0.107125,0.32518
1785308126310207912,CBSNews,neutral,-0.0257277,-0.0541497
1785306293810450675,CBSNews,negative,-0.259209,-0.721198
1785304347754008779,CBSNews,positive,0.192193,1
1785300576038736000,CBSNews,positive,0.0516612,0.238125
1785297136948486600,CBSNews,neutral,0.0125321,0.0666919
1785297110541156709,CBSNews,positive,0.156254,1
1785297099950584045,CBSNews,positive,0.159047,1
1785296798677925901,CBSNews,neutral,-0.0461231,-0.124481
1785293024320258226,CBSNews,positive,0.388106,0.883102
1785291619278725176,CBSNews,neutral,-0.0148788,-0.115335
1785291607706579288,CBSNews,negative,-0.0682616,-0.208396
1785291591709503905,CBSNews,negative,-0.063182,-0.29016
1785291581760688248,CBSNews,negative,-0.093044,-0.399232
1785291574248673730,CBSNews,negative,-0.101738,-1
1785291565696455112,CBSNews,negative,-0.399997,-1
1785277922447708364,CBSNews,neutral,-0.0400379,-0.240138
1785270372968861709,CBSNews,neutral,-0.0275464,0.112918
1785262822823272900,CBSNews,negative,-0.25561,-0.709187
1785255273487032821,CBSNews,negative,-0.277263,-0.617103
1785247724956205504,CBSNews,negative,-0.14255,-0.457943
1785232626246205536,CBSNews,negative,-0.316073,-0.624827
1785217524809806112,CBSNews,negative,-0.11359,-0.229819
1785202427282477560,CBSNews,negative,-0.0846561,-0.153244
1785187325393199582,CBSNews,positive,0.511517,1
1785172226263708135,CBSNews,negative,-0.120315,-0.433248
1785156877740806325,CBSNews,positive,0.365608,-0.0335897
1785143286346211524,CBSNews,neutral,0.0317292,0.307268
1785136995255099629,CBSNews,negative,-0.0981393,-0.106752
1785131963457610192,CBSNews,negative,-0.422688,-0.914918
1785126928065687781,CBSNews,positive,0.0607191,0.151491
1785122148832395555,CBSNews,positive,0.0769383,0.322784
1785116864865079767,CBSNews,positive,0.287217,0.857606
1785111828072136977,CBSNews,positive,0.0778411,0.173249
1785108285122588866,CBSNews,positive,0.109167,0.753221
1785106797574967527,CBSNews,negative,-0.426335,-1
1785101761335742678,CBSNews,neutral,-0.0383872,-0.200515
1785096728238022966,CBSNews,positive,0.173143,0.0804477
1785091696071528463,CBSNews,positive,0.0833914,0.176627
1785091109732995353,CBSNews,positive,0.888765,1
1785090135823987029,CBSNews,negative,-0.0895524,-0.360789
1785090121181589691,CBSNews,positive,0.307556,1
1785089179811983683,CBSNews,negative,-0.0808255,-0.458164
1785087636165582881,CBSNews,positive,0.145371,0.550607
1785087216546410710,CBSNews,positive,0.421019,0.59429
1785086664060137598,CBSNews,neutral,-0.02373,-0.370431
1785085129305526506,CBSNews,neutral,-0.0497347,-0.233732
1785084679344803967,CBSNews,neutral,-0.049789,-0.158678
1785083511528988713,CBSNews,negative,-0.489413,-1
1785082628783116459,CBSNews,negative,-0.239915,-1
1785082068960969050,CBSNews,positive,0.0719488,0.343612
1785081628642943137,CBSNews,neutral,0.00202592,0.0159176
1785080642574618844,CBSNews,neutral,-0.0199031,-0.0448141
1785076597373927667,CBSNews,negative,-0.208039,-0.743155
1785071566172094866,CBSNews,positive,0.293762,-0.155897
1785071151347028306,CBSNews,positive,0.0583311,0.422021
1785070283906322878,CBSNews,positive,0.114062,0.655859
1785068792478834702,CBSNews,positive,0.0612128,0.420618
1785066530507489583,CBSNews,negative,-0.14255,-0.457943
1785062890216550812,CBSNews,positive,0.0679974,0.4598
1788345176655642795,FoxNews,positive,0.0730736,0.306036
1788342699742867670,FoxNews,positive,0.720758,1
1788340685520716059,FoxNews,negative,-0.308131,-0.745563
1788340335774462254,FoxNews,negative,-0.266313,-0.818733
1788339818486718865,FoxNews,positive,0.126767,0.463445
1788337956412866832,FoxNews,positive,0.0813018,0.648123
1788335841267343452,FoxNews,negative,-0.179591,-0.706508
1788333825866523075,FoxNews,positive,0.0648253,0.0930875
1788332047049625878,FoxNews,negative,-0.2564,-0.76933
1788330262079672737,FoxNews,negative,-0.119508,-0.508053
1788328205213978644,FoxNews,negative,-0.571771,-1
1788327317598593271,FoxNews,positive,0.0951089,0.538667
1788325381608464439,FoxNews,negative,-0.346253,-0.694149
1788323025420435571,FoxNews,negative,-0.128211,-0.248233
1788321895261053075,FoxNews,neutral,0.0270081,0.0831314
1788319514473398776,FoxNews,negative,-0.20029,-0.411732
1788318346405908584,FoxNews,neutral,-0.0366972,-0.11339
1788316559464698273,FoxNews,positive,0.400514,0.766063
1788314702365237601,FoxNews,positive,0.160672,1
1788312420433133863,FoxNews,positive,0.204098,0.615504
1788311280492720418,FoxNews,negative,-0.28975,-0.725106
1788310489933443528,FoxNews,negative,-0.348194,-0.774509
1788308458279772359,FoxNews,positive,0.117923,1
1788306440865681624,FoxNews,neutral,-0.00767229,-0.0610874
1788304510932148287,FoxNews,positive,0.302442,0.926922
1788302643099553995,FoxNews,negative,-0.112158,-0.263778
1788300693406638558,FoxNews,positive,0.248407,0.498402
1788298437219287541,FoxNews,negative,-0.110041,-0.770346
1788295717125046710,FoxNews,neutral,-0.0318773,-0.316488
1788293802823663951,FoxNews,negative,-0.0773852,-0.274239
1788291840124355049,FoxNews,positive,0.0807973,0.236426
1788289860236673141,FoxNews,negative,-0.529586,-0.899819
1788287845683122382,FoxNews,negative,-0.186783,-0.521743
1788285864168018389,FoxNews,negative,-0.0964656,-0.474756
1788283694890745913,FoxNews,positive,0.103552,0.203303
1788281642303230329,FoxNews,negative,-0.62107,-0.887642
1788279746201063864,FoxNews,positive,0.0789905,0.239975
1788277771208135088,FoxNews,neutral,0.0488209,0.175994
1788275797901422682,FoxNews,negative,-0.0614995,-0.565936
1788273830193934710,FoxNews,negative,-0.498516,-1
1788271816827379999,FoxNews,positive,0.347,0.91097
1788269572388250010,FoxNews,negative,-0.35795,-0.858576
1788267750835552341,FoxNews,negative,-0.257269,-0.806713
1788267024361066977,FoxNews,neutral,0.0137048,0.0492812
1788266283705815235,FoxNews,neutral,-0.024438,-0.0798927
1788264267138961879,FoxNews,negative,-0.211803,-0.782241
1788262080094634279,FoxNews,positive,0.133539,1
1788260147136966735,FoxNews,negative,-0.202368,-0.661896
1788259199698227703,FoxNews,positive,0.257191,0.412097
1788258150056857772,FoxNews,negative,-0.114257,-1
1788254573376778586,FoxNews,negative,-0.096534,-0.193469
1788252152667808205,FoxNews,positive,0.419263,0.901325
1788251288859238489,FoxNews,positive,0.0574302,0.546336
1788249320816251264,FoxNews,negative,-0.356618,-0.624435
1788247347140415714,FoxNews,positive,0.55217,1
1788245457291850216,FoxNews,negative,-0.110356,-0.360277
1788243286454415804,FoxNews,positive,0.122134,0.403883
1788241240871383313,FoxNews,negative,-0.178623,-0.565875
1788239044687671804,FoxNews,negative,-0.260757,-0.639894
1788236273909465516,FoxNews,positive,0.183511,0.822632
1788234229693690198,FoxNews,negative,-0.071533,-1
1788232099234750707,FoxNews,positive,0.362341,1
1788229912073056432,FoxNews,negative,-0.213795,-0.7209
1788229088424988728,FoxNews,negative,-0.20223,-0.631667
1788227052992180566,FoxNews,positive,0.198326,0.759103
1788225108663820642,FoxNews,negative,-0.337807,-0.68959
1788223063244394756,FoxNews,positive,0.122587,0.423978
1788221056920039584,FoxNews,negative,-0.123245,-0.444092
1788219092144365947,FoxNews,neutral,-0.0210937,-0.0481563
1788217107970199710,FoxNews,negative,-0.498615,-1
1788215533852131383,FoxNews,negative,-0.115216,-0.508373
1788213512038154547,FoxNews,negative,-0.437828,-0.830279
1788211619362668980,FoxNews,positive,0.0720182,0.187295
1788209578477232233,FoxNews,positive,0.0729276,0.229667
1788209560894804247,FoxNews,negative,-0.455374,-1
1788207679711649996,FoxNews,negative,-0.169587,-0.782386
1788206687658115389,FoxNews,negative,-0.714752,-1
1788204821184410053,FoxNews,negative,-0.733176,-1
1788202930820010134,FoxNews,negative,-0.254208,-1
1788201057820008939,FoxNews,negative,-0.20255,-0.51312
1788199223621533714,FoxNews,negative,-0.108202,-0.411008
1788198309577863451,FoxNews,neutral,0.0158542,0.146538
1788196492420792783,FoxNews,positive,0.192193,1
1788194350272217266,FoxNews,negative,-0.120793,-0.282777
1788193708476711200,FoxNews,negative,-0.0873671,-0.319098
1788191804988194997,FoxNews,negative,-0.285245,-0.812998
1788189989055967336,FoxNews,negative,-0.296866,-0.862894
1788188149107036161,FoxNews,positive,0.245918,1
1788186302837412061,FoxNews,positive,0.0742166,0.49107
1788184487529939242,FoxNews,negative,-0.404049,-0.799429
1788182296421376156,FoxNews,positive,0.100031,0.472255
1788180254776873028,FoxNews,negative,-0.561681,-0.628417
1788178613986013264,FoxNews,negative,-0.254208,-1
1788175743295381751,FoxNews,positive,0.148992,0.457594
1788175251999727688,FoxNews,positive,0.158021,1
1788173079429935441,FoxNews,neutral,0.00496383,0.0403024
1788170960912204008,FoxNews,negative,-0.106841,-0.576097
1788168849352782184,FoxNews,negative,-0.238628,-0.470288
1788168022378553468,FoxNews,negative,-0.383816,-0.810912
1788166758471193002,FoxNews,neutral,-0.0488809,-0.207431
1788164685293891903,FoxNews,positive,0.229335,0.762245
1788162725949894692,FoxNews,positive,0.0557638,0.419984
1788161424130232465,FoxNews,negative,-0.349228,-0.546582
1788159265615601894,FoxNews,neutral,0.00280714,0.0131922
1788157098515169372,FoxNews,positive,0.0547192,0.401834
1788155003581907024,FoxNews,positive,0.0602123,0.558033
1788153231211688441,FoxNews,negative,-0.344039,-1
1788151091068092438,FoxNews,positive,0.375765,1
1788148898353041858,FoxNews,neutral,-0.00673994,-0.0548037
1788146895711318289,FoxNews,neutral,-0.033959,-0.645184
1788145698094895468,FoxNews,positive,0.166017,0.421748
1788143496089551250,FoxNews,negative,-0.251401,-1
1788141673031020704,FoxNews,positive,0.113047,0.701635
1788139497936298066,FoxNews,negative,-0.426979,-0.84885
1788137381410791478,FoxNews,negative,-0.26561,-0.60369
1788135350881124612,FoxNews,positive,0.299394,1
1788133310914335033,FoxNews,positive,0.265781,0.654484
1788130558939103261,FoxNews,negative,-0.560102,-1
1788128468267409887,FoxNews,positive,0.069061,0.456501
1788126525079904419,FoxNews,neutral,-0.0198051,-0.0672277
1788124616352743865,FoxNews,positive,0.184623,0.393181
1788120657596703085,FoxNews,neutral,0.0264488,0.060072
1788119852739133836,FoxNews,negative,-0.27638,-0.763465
1788118662257242134,FoxNews,neutral,0.0261505,0.204935
1788116622978244777,FoxNews,negative,-0.41548,-0.854739
1788114602904912042,FoxNews,neutral,0.000429299,0.000918596
1788112497477644591,FoxNews,negative,-0.366218,-1
1788110424392507536,FoxNews,negative,-0.388163,-1
1788108576663253407,FoxNews,positive,0.082126,0.218373
1788106680279973999,FoxNews,negative,-0.405924,-0.88053
1788104740758249655,FoxNews,negative,-0.0734436,-0.238285
1788102673717191020,FoxNews,negative,-0.969719,-1
1788100145009013078,FoxNews,positive,0.0595533,0.116842
1788098044614803714,FoxNews,negative,-0.238394,-1
1788095994954908069,FoxNews,positive,0.0984159,1
1788093901615624572,FoxNews,negative,-0.165142,-0.529117
1788091700100878573,FoxNews,negative,-0.40838,-1
1788089567301550163,FoxNews,negative,-0.197161,-0.646103
1788087777088737757,FoxNews,negative,-0.235478,-0.501696
1788085898795430393,FoxNews,negative,-0.116999,-0.549044
1788083819624472785,FoxNews,positive,0.302731,1
1788081661675974817,FoxNews,negative,-0.19548,-0.604063
1788079514582413471,FoxNews,negative,-0.253775,-0.843263
1788077509734535256,FoxNews,negative,-0.182694,-0.62849
1788075583911371114,FoxNews,neutral,0.0278587,0.0438828
1788073608281035077,FoxNews,negative,-0.225568,-0.656693
1788071420120928715,FoxNews,positive,0.10354,0.745648
1788070207149199582,FoxNews,negative,-0.163984,-0.735534
1788068130310271256,FoxNews,positive,0.172228,0.454692
1788066038032056356,FoxNews,neutral,0.0229294,0.105929
1788063923926716543,FoxNews,positive,0.288456,0.767607
